#Supplementary Table 1 Summary of protein groups measured in at least one sample of the Genes & Health cohort
#.ref - indicates protein and precursor (pre.) data obtained including all possible peptides; .mac5 - excluding variant peptides with evidence that respective protein altering variants exist in the Genes & Health population down to a minor allele count (MAC) of 5; sd - standard deviation; cv - coefficient of variation; p.dip - p-value of a dip test for multi-modal distribution: cis.pQTL - whehter or not a cis-pQTL was identified; med.pred = median (and 25th and 75th percentil) value of predicted correlation coefficient across all protein groups measued; Olink ID - best correlating olink target; spear.olink = associated Spearman correlation coefficient; SomaLogic ID = best correlating aptamer ID; spear.soma = associated Spearman correlation coefficient
#
prot.id,protein_group_id,uniprotswissprot,chromosome,start_position,end_position,ensembl_gene_id,hgnc_symbol,num.pre.well1.ref,num.pre.well2.ref,missing.per.ref,mean.l2.ref,sd.l2.ref,num.pre.well1.mac5,num.pre.well2.mac5,cv.mac5,mean.cv.mac5,sd.cv.mac5,n.mac5,missing.per.mac5,mean.l2.mac5,sd.l2.mac5,median.l2.mac5,min.l2.mac5,max.l2.mac5,p.dip.mac5,faction.outlier.mac5,cis.pQTL,med.pred,p25.pred,p75.pred,Olink ID,spear.olink,SomaLogic ID,spear.soma,correlation.cluster,cell type contamination marker
prot.2527,P35270,P35270,2,72887382,72892158,ENSG00000116096,SPR,8,8,0.42,12.38,0.48,8,8,32.97,12.01,0.43,22.00,0.42,12.38,0.48,12.40,9.68,13.95,0.97,0.00,FALSE,0.05,0.05,0.06,,,seq.9287.6,-0.16,,
prot.2528,P35321,P35321,1,152984081,152985814,ENSG00000169474,SPRR1A,10,10,44.40,13.96,1.21,6,6,57.05,11.46,0.88,4.00,77.17,12.25,1.58,12.19,8.65,18.81,0.99,0.01,FALSE,0.25,0.24,0.26,,,,,,
prot.2529,P35354,P35354,1,186671791,186680922,ENSG00000073756,PTGS2,1,1,41.34,13.36,0.68,1,1,46.27,12.90,0.75,14.00,41.34,13.36,0.68,13.41,10.86,15.60,1.00,0.00,FALSE,0.04,0.04,0.05,,,seq.3761.4,-0.02,,
prot.253,A0A3B3IS90;Q2TAA5,Q2TAA5,13,52012391,52079232,ENSG00000253710,ALG11,18,18,0.70,13.06,0.50,18,18,26.67,12.71,0.37,22.00,0.70,13.06,0.50,13.09,10.14,14.99,0.99,0.00,FALSE,0.23,0.22,0.24,,,,,,
prot.2530,P35408,P35408,5,40679915,40693735,ENSG00000171522,PTGER4,4,4,11.41,12.01,0.87,4,4,60.22,10.83,0.79,16.00,11.41,12.01,0.87,12.10,7.63,14.83,0.99,0.00,TRUE,0.17,0.16,0.18,,,,,,
prot.2531,P35443,P35443,5,79991311,80083287,ENSG00000113296,THBS4,62,63,0.00,16.43,0.37,54,55,10.88,16.66,0.15,22.00,0.00,16.51,0.37,16.50,14.70,17.95,0.99,0.00,FALSE,0.58,0.57,0.58,THBS4_45423,0.71,seq.3340.53,0.74,,
prot.2532,P35475,P35475,4,986997,1004564,ENSG00000127415,IDUA,18,18,0.00,13.17,0.45,16,16,18.48,13.61,0.27,22.00,0.00,13.18,0.46,13.17,11.04,15.12,0.99,0.00,TRUE,0.57,0.55,0.57,IDUA_43831,0.71,seq.3169.70,0.76,,
prot.2533,P35527,P35527,17,41565836,41572059,ENSG00000171403,KRT9,63,63,0.21,15.53,1.79,58,58,109.05,15.64,1.78,22.00,0.70,15.39,1.79,15.40,10.02,22.55,0.60,0.00,FALSE,0.26,0.25,0.27,,,,,,
prot.2534,P35555,P35555,15,48408313,48645721,ENSG00000166147,FBN1,161,169,0.00,14.48,0.27,159,165,10.39,14.08,0.15,22.00,0.00,14.48,0.27,14.49,13.28,15.70,0.98,0.01,FALSE,0.39,0.39,0.39,,,seq.35688.4,0.39,,
prot.2535,P35556,P35556,5,128257909,128659185,ENSG00000138829,FBN2,94,111,0.28,12.94,0.51,85,101,22.68,12.67,0.32,22.00,0.49,12.97,0.52,12.95,10.94,18.18,0.98,0.01,TRUE,0.28,0.27,0.29,FBN2_43703,0.21,,,,
prot.2536,P35558,P35558,20,57561080,57568121,ENSG00000124253,PCK1,19,23,2.30,12.43,0.60,16,19,17.19,12.81,0.24,22.00,2.57,12.43,0.61,12.42,9.62,17.16,1.00,0.00,TRUE,0.22,0.21,0.22,,,seq.18182.24,0.05,,
prot.2537,P35573,P35573,1,99850361,99924023,ENSG00000162688,AGL,56,54,0.56,12.48,0.51,51,49,20.53,12.47,0.29,22.00,0.56,12.48,0.51,12.50,9.49,14.19,0.97,0.00,FALSE,0.15,0.14,0.16,,,seq.30755.80,0.00,,
prot.2538,P35579,P35579,22,36281280,36388010,ENSG00000100345,MYH9,335,331,0.00,17.67,0.65,316,312,25.35,17.53,0.32,22.00,0.00,17.65,0.65,17.68,12.94,19.87,0.99,0.01,FALSE,0.49,0.48,0.50,MYH9_45193,0.50,seq.32030.5,0.55,1,PLT
prot.2539,P35580,P35580,17,8474207,8631376,ENSG00000133026,MYH10,135,135,0.00,13.22,0.49,134,134,17.33,13.11,0.25,22.00,0.00,13.23,0.49,13.24,10.69,16.35,0.99,0.01,FALSE,0.29,0.27,0.29,MYH10_41504,0.19,seq.35499.8,-0.13,,
prot.254,A0A3B3ISF9,P42892,1,21217247,21345572,ENSG00000117298,ECE1,44,43,0.00,14.26,0.58,38,38,23.71,14.30,0.31,22.00,0.00,14.40,0.59,14.42,11.21,16.71,0.99,0.01,FALSE,0.33,0.33,0.35,,,,,1,
prot.2540,P35609,P35609,1,236664141,236764631,ENSG00000077522,ACTN2,14,16,3.48,13.57,0.68,14,15,23.85,13.45,0.33,21.00,3.55,13.57,0.67,13.56,10.64,18.94,0.93,0.01,FALSE,0.19,0.19,0.20,ACTN2_43324,0.10,seq.9844.138,0.07,,
prot.2541,P35611-6,P35611,4,2843844,2930076,ENSG00000087274,ADD1,43,43,0.00,14.12,0.51,40,40,17.42,13.96,0.24,22.00,0.00,14.16,0.51,14.16,11.82,16.20,1.00,0.00,FALSE,0.50,0.49,0.51,ADD1_44442,0.53,,,1,
prot.2542,P35612,P35612,2,70607618,70768225,ENSG00000075340,ADD2,49,47,0.28,13.18,0.93,47,45,91.93,12.74,0.67,22.00,0.28,13.15,0.93,13.13,9.73,17.31,0.98,0.01,FALSE,0.48,0.47,0.49,ADD2_44443,0.72,seq.24468.36,-0.15,9,
prot.2543,P35625,P35625,22,32801705,32863041,ENSG00000100234,TIMP3,15,15,0.00,15.57,0.67,15,15,12.44,15.67,0.17,22.00,0.00,15.57,0.67,15.57,13.44,17.86,0.96,0.00,TRUE,0.72,0.70,0.72,TIMP3_44982,0.85,seq.2480.58,0.90,,
prot.2544,P35626,P35626,22,25564675,25729294,ENSG00000100077,GRK3,14,14,3.34,13.28,0.57,11,11,32.41,13.15,0.50,22.00,3.76,13.43,0.58,13.50,10.00,15.29,0.95,0.00,FALSE,0.11,0.10,0.11,GRK3_41267,0.05,,,,
prot.2545,P35749-3,P35749,16,15703135,15858438,ENSG00000133392,MYH11,43,42,0.84,13.39,0.55,41,40,57.07,13.10,0.65,22.00,2.16,13.29,0.61,13.33,8.31,15.06,0.98,0.01,FALSE,0.11,0.11,0.12,,,seq.35457.83,0.04,,
prot.2546,P35754,P35754,5,95751319,95822726,ENSG00000173221,GLRX,2,2,4.04,11.85,0.60,2,2,32.21,11.42,0.54,21.00,4.04,11.85,0.60,11.89,9.05,14.34,0.99,0.00,FALSE,0.27,0.27,0.27,GLRX_44685,0.30,seq.18386.36,0.03,,
prot.2547,P35813-3,P35813,14,60245752,60299087,ENSG00000100614,PPM1A,36,36,0.00,15.19,0.48,36,36,14.58,14.99,0.20,22.00,0.00,15.19,0.48,15.21,11.81,17.22,1.00,0.01,FALSE,0.41,0.41,0.42,PPM1A_42929,-0.01,seq.12619.14,0.31,1,
prot.2548,P35858-2,P35858,16,1790413,1794971,ENSG00000099769,IGFALS,36,36,0.00,15.11,0.50,28,28,18.67,15.12,0.26,22.00,0.00,14.90,0.49,14.94,12.00,16.34,1.00,0.00,FALSE,0.59,0.58,0.59,,,seq.6605.17,0.72,,
prot.2549,P35908,P35908,12,52644558,52652211,ENSG00000172867,KRT2,76,76,0.07,15.13,1.31,55,55,84.20,15.18,1.29,22.00,0.56,14.90,1.34,14.95,9.94,19.81,0.98,0.00,FALSE,0.22,0.21,0.23,,,,,,
prot.255,A0A3B3ISG5;A0A7I2V2P6,P14735,10,92451684,92574096,ENSG00000119912,IDE,57,57,0.00,13.02,0.49,57,57,18.11,12.84,0.26,22.00,0.00,13.02,0.49,13.06,9.86,15.78,1.00,0.01,FALSE,0.36,0.36,0.37,,,,,,
prot.2550,P35914,P35914,1,23801885,23838620,ENSG00000117305,HMGCL,19,19,0.00,14.38,0.66,19,19,20.51,14.21,0.29,22.00,0.00,14.38,0.66,14.43,9.39,16.70,0.99,0.01,FALSE,0.53,0.52,0.54,HMGCL_43808,0.50,seq.24211.25,0.66,1,
prot.2551,P35916,P35916,5,180601506,180649624,ENSG00000037280,FLT4,2,2,7.72,13.62,0.59,2,2,37.29,12.86,0.57,18.00,7.72,13.62,0.59,13.66,10.02,16.18,1.00,0.00,FALSE,0.05,0.05,0.05,FLT4_44657,-0.03,seq.2358.19,0.01,,
prot.2552,P36222,P36222,1,203178931,203186704,ENSG00000133048,CHI3L1,20,20,2.57,13.33,0.93,14,14,15.00,14.18,0.23,22.00,3.06,13.40,0.95,13.40,9.62,16.89,0.97,0.00,TRUE,0.71,0.69,0.72,CHI3L1_45335,0.49,seq.11104.13,0.91,,
prot.2553,P36404,P36404,11,65014160,65022184,ENSG00000213465,ARL2,10,10,0.21,13.84,0.51,9,9,18.17,13.24,0.25,22.00,0.49,13.73,0.50,13.75,10.77,15.94,0.99,0.00,FALSE,0.21,0.20,0.22,,,seq.12587.65,0.03,,
prot.2554,P36405,P36405,10,102673731,102714397,ENSG00000138175,ARL3,8,8,0.70,12.82,0.55,8,8,15.68,12.90,0.22,22.00,0.70,12.82,0.55,12.87,9.52,14.10,0.99,0.01,FALSE,0.41,0.41,0.42,,,seq.12571.14,0.55,,
prot.2555,P36507,P36507,19,4090321,4124122,ENSG00000126934,MAP2K2,17,17,0.07,13.29,0.49,10,10,15.71,12.85,0.24,22.00,0.07,13.20,0.52,13.23,10.13,15.46,0.99,0.01,FALSE,0.17,0.16,0.18,,,seq.3628.3,0.00,,
prot.2556,P36542-2,P36542,10,7788147,7807815,ENSG00000165629,ATP5F1C,14,13,0.00,15.39,0.68,14,13,24.80,15.17,0.33,22.00,0.00,15.39,0.68,15.43,10.92,18.11,0.93,0.01,FALSE,0.25,0.25,0.26,,,seq.29338.21,0.09,1,
prot.2557,P36543,P36543,22,17592136,17628749,ENSG00000131100,ATP6V1E1,13,12,0.28,14.22,0.55,11,11,19.94,13.93,0.29,22.00,0.28,14.19,0.55,14.22,9.91,16.76,0.99,0.01,FALSE,0.37,0.36,0.37,,,,,1,
prot.2558,P36551,P36551,3,98579446,98593648,ENSG00000080819,CPOX,27,26,0.21,12.94,0.47,22,21,19.66,12.89,0.28,22.00,0.21,12.83,0.48,12.84,10.37,14.18,0.99,0.00,FALSE,0.26,0.25,0.27,CPOX_42317,0.14,seq.18241.18,0.02,,
prot.2559,P36575,P36575,X,70268305,70281840,ENSG00000120500,ARR3,5,5,0.28,14.43,0.70,5,5,25.23,14.44,0.34,22.00,0.28,14.43,0.70,14.45,9.62,16.56,1.00,0.01,FALSE,0.14,0.13,0.15,ARR3_40035,-0.02,,,1,
prot.256,A0A3B3ISI6,O15243,1,65420587,65436007,ENSG00000213625,LEPROT,1,1,2.64,12.37,0.65,1,1,33.55,12.27,0.47,22.00,2.64,12.37,0.65,12.45,8.91,14.61,0.99,0.00,FALSE,0.19,0.18,0.19,,,,,,
prot.2560,P36578,P36578,15,66498015,66524532,ENSG00000174444,RPL4,18,18,0.00,13.08,0.45,18,18,19.33,13.03,0.31,22.00,0.00,13.08,0.45,13.06,11.32,15.58,1.00,0.01,FALSE,0.36,0.36,0.37,,,,,,
prot.2561,P36639-2,P36639,7,2242226,2251146,ENSG00000106268,NUDT1,6,6,7.79,12.01,0.50,6,6,29.72,11.88,0.51,22.00,7.79,12.01,0.50,12.05,9.68,13.45,0.99,0.00,FALSE,0.14,0.13,0.14,,,seq.19206.20,0.09,,
prot.2562,P36871,P36871,1,63593411,63660245,ENSG00000079739,PGM1,41,41,0.00,14.21,0.56,35,35,11.47,14.02,0.16,22.00,0.00,14.32,0.56,14.34,11.50,15.94,0.99,0.00,TRUE,0.28,0.27,0.29,,,seq.9173.21,0.06,,
prot.2563,P36873-2,P36873,12,110719680,110742939,ENSG00000186298,PPP1CC,3,3,0.00,14.93,0.57,3,3,22.05,14.75,0.29,22.00,0.00,14.93,0.57,14.96,11.03,17.72,1.00,0.01,FALSE,0.46,0.46,0.47,PPP1CC_44115,0.62,seq.19295.32,0.49,1,
prot.2564,P36915,P36915,6,30541381,30556489,ENSG00000204590,GNL1,33,33,0.00,13.43,0.44,32,32,21.31,13.20,0.29,22.00,0.00,13.45,0.44,13.44,12.07,15.92,1.00,0.01,FALSE,0.25,0.24,0.26,,,seq.30976.2,0.05,1,
prot.2565,P36955,P36955,17,1762029,1777565,ENSG00000132386,SERPINF1,40,40,0.00,17.73,0.35,38,38,10.77,17.73,0.16,22.00,0.00,17.72,0.35,17.71,15.66,19.92,1.00,0.02,TRUE,0.46,0.45,0.46,SERPINF1_45497,0.26,seq.9211.19,0.49,,
prot.2566,P36957,P36957,14,74881891,74903743,ENSG00000119689,DLST,22,21,0.00,14.49,0.67,16,15,22.56,14.55,0.31,22.00,0.00,14.78,0.68,14.80,10.25,17.25,1.00,0.01,FALSE,0.36,0.36,0.37,DLST_41103,-0.03,seq.23699.61,0.28,1,
prot.2567,P36959,P36959,6,16238587,16295549,ENSG00000137198,GMPR,24,24,0.00,14.94,0.55,18,18,20.24,14.67,0.27,22.00,0.00,14.92,0.56,14.95,10.90,17.22,0.99,0.01,TRUE,0.59,0.58,0.59,GMPR_43764,0.70,seq.19254.125,0.48,,
prot.2568,P37108,P37108,15,40035690,40039181,ENSG00000140319,SRP14,8,8,2.85,12.57,0.55,8,8,24.82,12.47,0.35,22.00,2.85,12.57,0.55,12.56,10.48,15.97,0.98,0.00,FALSE,0.28,0.27,0.28,SRP14_44282,0.34,seq.17510.7,0.14,,
prot.2569,P37173-2,P37173,3,30606478,30694249,ENSG00000163513,TGFBR2,3,3,54.49,13.10,0.66,3,3,44.36,13.00,0.54,10.00,54.49,13.10,0.66,13.15,9.71,15.45,0.96,0.01,FALSE,0.07,0.07,0.07,TGFBR2_44975,0.05,seq.5133.17,-0.01,,
prot.257,A0A3B3ISJ1;P07225,P07225,3,93873051,93980003,ENSG00000184500,PROS1,65,68,0.00,17.58,0.22,57,60,10.96,17.85,0.15,22.00,0.00,17.62,0.22,17.61,16.75,18.54,0.99,0.00,FALSE,0.32,0.31,0.32,,,seq.2700.56,0.25,,
prot.2570,P37198,P37198,19,49906825,49929764,ENSG00000213024,NUP62,6,6,23.59,11.91,0.62,6,6,43.31,11.66,0.62,18.00,23.59,11.91,0.62,11.97,8.81,14.65,1.00,0.01,FALSE,0.09,0.08,0.09,,,seq.31921.169,0.02,,
prot.2571,P37235,P37235,2,10302889,10427617,ENSG00000115756,HPCAL1,16,16,0.00,14.31,0.49,16,16,16.80,13.99,0.23,22.00,0.00,14.31,0.49,14.33,11.27,16.34,1.00,0.01,FALSE,0.55,0.54,0.55,HPCAL1_43814,0.64,seq.17791.25,0.29,,
prot.2572,P37288,P37288,12,63142759,63151201,ENSG00000166148,AVPR1A,3,3,3.90,12.94,0.76,3,3,24.71,12.67,0.34,22.00,3.90,12.94,0.76,12.98,9.87,15.03,0.99,0.00,TRUE,0.23,0.22,0.23,,,,,,
prot.2573,P37802;P37802-2,P37802,1,159918107,159925507,ENSG00000158710,TAGLN2,27,27,0.00,17.12,0.65,26,26,15.79,17.30,0.22,22.00,0.00,17.17,0.65,17.23,12.70,19.29,0.99,0.01,FALSE,0.49,0.49,0.50,,,seq.9201.13,0.52,1,
prot.2574,P37837,P37837,11,747415,765012,ENSG00000177156,TALDO1,22,22,0.00,15.29,0.44,22,22,11.95,15.16,0.17,22.00,0.00,15.29,0.44,15.32,11.86,16.78,0.99,0.01,FALSE,0.44,0.44,0.45,TALDO1_45273,0.42,seq.11347.9,0.29,1,
prot.2575,P37840-2,P37840,4,89700345,89838315,ENSG00000145335,SNCA,18,18,0.00,16.44,0.53,18,18,16.76,16.34,0.23,22.00,0.00,16.44,0.53,16.45,14.41,19.24,0.93,0.00,FALSE,0.59,0.59,0.61,SNCA_44944,0.46,seq.8458.16,0.73,,
prot.2576,P38117,P38117,19,51345169,51366388,ENSG00000105379,ETFB,23,23,0.00,15.09,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,,,,,,
prot.2577,P38159,P38159,X,136848004,136880764,ENSG00000147274,RBMX,11,11,1.11,13.02,0.47,10,10,30.00,12.92,0.44,21.00,1.46,13.17,0.48,13.18,10.88,15.89,0.98,0.00,FALSE,0.28,0.27,0.30,,,,,,
prot.2578,P38570,P38570,17,3714628,3801188,ENSG00000083457,ITGAE,6,10,12.53,12.21,0.60,6,9,43.92,11.73,0.63,18.00,12.67,12.24,0.60,12.28,9.36,13.91,0.98,0.00,TRUE,0.08,0.07,0.08,,,seq.31149.2,0.00,,
prot.2579,P38606,P38606,3,113746770,113812056,ENSG00000114573,ATP6V1A,50,50,0.00,14.69,0.58,49,49,15.51,14.33,0.22,22.00,0.00,14.66,0.57,14.70,10.29,16.84,0.99,0.01,FALSE,0.51,0.50,0.52,,,,,1,
prot.258,A0A3B3ISQ4,Q9H6S3,11,694438,727727,ENSG00000177106,EPS8L2,15,14,2.09,12.52,0.45,15,14,16.08,12.76,0.24,22.00,2.09,12.52,0.45,12.54,10.50,16.11,1.00,0.00,FALSE,0.32,0.31,0.33,,,,,,
prot.2580,P38646,P38646,5,138553756,138575675,ENSG00000113013,HSPA9,63,63,0.00,14.84,0.70,61,61,25.82,14.59,0.35,22.00,0.00,14.79,0.70,14.83,10.20,17.37,0.99,0.01,FALSE,0.38,0.37,0.40,,,seq.13492.44,0.33,1,
prot.2581,P38919,P38919,17,80134369,80147151,ENSG00000141543,EIF4A3,24,24,0.07,12.82,0.50,24,24,26.59,12.48,0.41,22.00,0.07,12.82,0.50,12.83,10.85,15.30,0.99,0.01,FALSE,0.23,0.23,0.24,,,seq.4997.19,0.11,,
prot.2582,P38936,P38936,6,36676460,36687337,ENSG00000124762,CDKN1A,4,4,2.92,12.46,0.61,3,3,30.18,12.37,0.42,22.00,2.92,12.50,0.61,12.54,9.31,14.41,0.99,0.01,FALSE,0.40,0.39,0.42,CDKN1A_43508,0.55,seq.18291.8,0.27,,
prot.2583,P39019,P39019,19,41860255,41872925,ENSG00000105372,RPS19,9,9,0.14,13.63,0.49,9,9,17.62,13.54,0.26,22.00,0.14,13.63,0.49,13.63,11.78,16.10,0.99,0.00,FALSE,0.53,0.52,0.53,,,seq.19166.15,0.72,,
prot.2584,P39023,P39023,22,39312882,39320389,ENSG00000100316,RPL3,22,22,0.14,12.61,0.48,22,22,19.91,12.47,0.31,22.00,0.14,12.61,0.48,12.62,10.94,17.68,1.00,0.00,FALSE,0.39,0.38,0.39,,,,,,
prot.2585,P39060-1,P39060,21,45405165,45513720,ENSG00000182871,COL18A1,33,33,0.00,14.49,0.32,25,25,10.32,14.47,0.16,22.00,0.00,14.46,0.32,14.44,13.11,16.08,0.99,0.02,TRUE,0.32,0.32,0.33,COL18A1_45082,0.20,seq.2201.17,0.11,,
prot.2586,P39687,P39687,15,68778535,68820897,ENSG00000140350,ANP32A,11,12,0.00,13.81,0.42,11,12,22.49,13.67,0.34,22.00,0.00,13.81,0.42,13.80,12.34,16.49,0.98,0.00,FALSE,0.26,0.26,0.27,,,seq.13073.14,0.15,,
prot.2587,P39748,P39748,11,61792911,61797238,ENSG00000168496,FEN1,13,13,0.00,13.37,0.49,13,13,20.26,12.83,0.31,22.00,0.00,13.37,0.49,13.38,9.99,14.88,1.00,0.00,FALSE,0.17,0.16,0.18,FEN1_42454,-0.06,seq.12577.100,-0.03,,
prot.2588,P40121,P40121,2,85394753,85418432,ENSG00000042493,CAPG,12,12,4.59,11.78,0.52,9,9,24.77,11.71,0.41,22.00,5.64,11.74,0.54,11.77,9.17,13.79,0.99,0.00,FALSE,0.23,0.23,0.23,CAPG_43449,0.24,seq.4968.50,0.27,,
prot.2589,P40189,P40189,5,55935095,55995022,ENSG00000134352,IL6ST,30,30,0.56,12.99,0.40,27,27,18.08,12.93,0.26,22.00,0.56,13.00,0.41,13.04,9.12,14.67,0.75,0.00,FALSE,0.19,0.18,0.20,IL6ST_44720,0.08,seq.2620.4,-0.16,,
prot.259,A0A3B3ISQ5,P78352,17,7187187,7219836,ENSG00000132535,DLG4,4,4,29.44,11.95,0.59,4,4,35.35,11.85,0.49,15.00,29.44,11.95,0.59,11.98,8.77,13.48,0.99,0.00,FALSE,0.12,0.12,0.13,,,,,,
prot.2590,P40197,P40197,3,194394821,194399266,ENSG00000178732,GP5,33,33,0.00,15.87,0.67,33,33,32.36,15.63,0.37,22.00,0.00,15.87,0.67,15.90,11.77,18.43,0.99,0.01,FALSE,0.49,0.48,0.50,GP5_44691,0.60,seq.7185.29,0.39,1,
prot.2591,P40222,P40222,1,32179675,32198285,ENSG00000084652,TXLNA,7,7,5.15,14.58,0.51,6,6,23.31,14.56,0.33,22.00,5.78,14.58,0.52,14.63,11.49,16.62,0.99,0.01,FALSE,0.20,0.19,0.20,TXLNA_44368,0.24,seq.9065.28,0.21,,
prot.2592,P40227,P40227,7,56051685,56063989,ENSG00000146731,CCT6A,44,44,0.00,15.12,0.57,37,37,25.41,14.80,0.35,22.00,0.00,15.02,0.58,15.05,12.00,17.42,0.97,0.01,FALSE,0.40,0.39,0.41,,,seq.29076.73,0.43,1,
prot.2593,P40238;Q5JUY5,P40238,1,43337818,43354466,ENSG00000117400,MPL,17,16,0.21,13.43,0.57,17,16,17.47,13.24,0.24,22.00,0.21,13.43,0.57,13.48,9.71,15.31,0.99,0.01,FALSE,0.36,0.35,0.37,,,seq.3473.78,0.43,,
prot.2594,P40259;P40259-3,P40259,17,63928738,63932336,ENSG00000007312,CD79B,3,3,26.24,12.35,0.65,3,3,35.14,12.12,0.45,15.00,26.24,12.35,0.65,12.38,9.64,14.25,1.00,0.00,FALSE,0.16,0.15,0.16,CD79B_43499,0.16,seq.6351.56,0.05,,
prot.2595,P40261,P40261,11,114257787,114313536,ENSG00000166741,NNMT,3,4,40.50,12.68,0.61,3,4,35.79,12.71,0.51,11.00,40.50,12.68,0.61,12.68,10.24,14.99,0.95,0.00,FALSE,0.15,0.15,0.16,,,seq.19376.74,0.16,,
prot.2596,P40306,P40306,16,67934506,67936864,ENSG00000205220,PSMB10,9,9,0.84,13.16,0.60,8,8,23.53,12.99,0.34,22.00,0.90,13.11,0.60,13.14,9.96,15.92,0.99,0.01,FALSE,0.18,0.18,0.20,,,seq.21861.8,0.06,,
prot.2597,P40394-2,P40394,4,99412261,99435510,ENSG00000196344,ADH7,10,10,12.18,12.88,0.60,9,9,37.20,12.71,0.52,19.00,12.18,12.87,0.60,12.90,10.56,15.91,0.99,0.00,FALSE,0.07,0.07,0.07,,,seq.11377.19,-0.07,,
prot.2598,P40616,P40616,12,101393116,101407772,ENSG00000120805,ARL1,10,10,0.07,14.26,0.53,10,10,18.03,14.16,0.26,22.00,0.07,14.26,0.53,14.27,10.71,16.35,1.00,0.01,FALSE,0.19,0.18,0.20,,,seq.12392.30,0.00,1,
prot.2599,P40818,P40818,15,50424380,50514421,ENSG00000138592,USP8,18,18,1.32,12.33,0.47,18,18,23.47,12.07,0.32,22.00,1.32,12.33,0.47,12.35,8.51,14.11,0.99,0.01,FALSE,0.44,0.43,0.45,USP8_44384,0.54,seq.13450.49,0.62,,
prot.26,A0A087WT95;P49753,P49753,14,73567620,73575658,ENSG00000119673,ACOT2,22,21,0.14,13.41,0.56,7,7,23.11,13.08,0.35,22.00,0.84,13.19,0.58,13.22,9.39,15.05,1.00,0.01,TRUE,0.31,0.31,0.32,,,,,,
prot.260,A0A3B3ISR2;B4DPQ0,,,,,,,83,83,0.00,18.48,0.36,73,73,9.31,18.57,0.14,22.00,0.00,18.53,0.35,18.56,16.49,19.50,1.00,0.00,FALSE,0.45,0.44,0.45,,,,,,
prot.2600,P40855,P40855,1,160276807,160286348,ENSG00000162735,PEX19,16,16,2.92,12.36,0.46,16,16,35.00,12.01,0.49,22.00,2.92,12.36,0.46,12.39,10.73,14.45,0.94,0.00,FALSE,0.12,0.10,0.12,PEX19_40499,-0.03,,,,
prot.2601,P40925-3,P40925,2,63588609,63607197,ENSG00000014641,MDH1,16,16,0.00,15.02,0.64,14,14,13.15,14.96,0.19,22.00,0.00,15.07,0.64,15.11,11.27,17.08,0.99,0.01,FALSE,0.41,0.40,0.41,MDH1_45384,0.16,seq.3853.56,0.35,1,
prot.2602,P40926,P40926,7,76048051,76067508,ENSG00000146701,MDH2,30,29,0.00,16.11,0.71,28,27,28.71,15.88,0.36,22.00,0.00,16.11,0.71,16.14,11.77,18.70,1.00,0.01,FALSE,0.50,0.50,0.51,,,seq.15534.26,0.61,1,PBMCs
prot.2603,P41091,P41091,X,24054946,24078810,ENSG00000130741,EIF2S3,34,34,0.00,14.90,0.50,30,30,14.64,14.64,0.21,22.00,0.00,14.89,0.50,14.90,12.33,17.02,0.99,0.01,FALSE,0.48,0.47,0.49,,,,,1,
prot.2604,P41159,P41159,7,128241278,128257629,ENSG00000174697,LEP,12,12,0.14,13.97,1.39,12,12,16.13,12.69,0.25,22.00,0.14,13.97,1.39,14.08,10.21,17.91,1.00,0.00,FALSE,0.74,0.74,0.75,LEP_44746,0.91,seq.2575.5,0.93,,
prot.2605,P41208,P41208,X,152826994,152830757,ENSG00000147400,CETN2,4,4,13.71,12.71,0.57,4,4,24.50,12.81,0.37,18.00,13.71,12.71,0.57,12.74,10.45,14.64,1.00,0.00,FALSE,0.28,0.28,0.28,CETN2_42283,0.32,seq.13078.3,0.17,,
prot.2606,P41214,P41214,1,206571292,206612465,ENSG00000143486,EIF2D,24,24,1.25,11.96,0.47,22,22,27.92,11.74,0.46,21.00,1.32,11.98,0.47,12.01,9.47,13.80,0.99,0.00,FALSE,0.31,0.30,0.31,EIF2D_41150,0.42,seq.28503.1,0.38,,
prot.2607,P41218,P41218,1,158831351,158849506,ENSG00000163563,MNDA,34,34,0.07,13.22,0.79,25,25,31.33,13.22,0.40,22.00,0.14,13.15,0.81,13.07,10.58,17.89,0.97,0.01,FALSE,0.64,0.63,0.65,MNDA_44789,0.84,seq.20076.7,0.80,,
prot.2608,P41221,P41221,3,55465715,55490539,ENSG00000114251,WNT5A,16,15,0.07,12.77,0.35,15,14,17.56,12.56,0.25,22.00,0.07,12.77,0.36,12.79,10.78,13.83,0.93,0.00,FALSE,0.25,0.24,0.25,,,seq.13268.45,0.11,,
prot.2609,P41222,P41222,9,136975092,136981742,ENSG00000107317,PTGDS,7,7,0.00,14.61,0.33,5,5,13.24,15.02,0.18,22.00,0.00,14.85,0.33,14.87,13.19,16.86,0.93,0.00,FALSE,0.50,0.50,0.51,PTGDS_45403,0.39,seq.10514.5,0.52,,
prot.261,A0A3B3ISS6,Q14956,7,23235967,23275108,ENSG00000136235,GPNMB,4,4,0.00,14.05,0.49,4,4,19.31,14.19,0.28,22.00,0.00,14.05,0.49,14.05,11.76,15.80,1.00,0.00,FALSE,0.23,0.22,0.24,,,,,,
